state,date,variable,value,type,style
Rhode Island,2005-07-01,long_gun,267.0,FFL/LEA,long_gun
Rhode Island,2005-06-01,long_gun,209.0,FFL/LEA,long_gun
Rhode Island,2005-05-01,long_gun,266.0,FFL/LEA,long_gun
Rhode Island,2005-04-01,long_gun,374.0,FFL/LEA,long_gun
Rhode Island,2005-03-01,long_gun,432.0,FFL/LEA,long_gun
Rhode Island,2005-02-01,long_gun,333.0,FFL/LEA,long_gun
Rhode Island,2005-01-01,long_gun,381.0,FFL/LEA,long_gun
Rhode Island,2004-12-01,long_gun,527.0,FFL/LEA,long_gun
Rhode Island,2004-11-01,long_gun,569.0,FFL/LEA,long_gun
Rhode Island,2004-10-01,long_gun,542.0,FFL/LEA,long_gun
Rhode Island,2004-09-01,long_gun,422.0,FFL/LEA,long_gun
Rhode Island,2004-08-01,long_gun,332.0,FFL/LEA,long_gun
Rhode Island,2004-07-01,long_gun,274.0,FFL/LEA,long_gun
Rhode Island,2004-06-01,long_gun,293.0,FFL/LEA,long_gun
Rhode Island,2004-05-01,long_gun,277.0,FFL/LEA,long_gun
Rhode Island,2004-04-01,long_gun,334.0,FFL/LEA,long_gun
Rhode Island,2004-03-01,long_gun,440.0,FFL/LEA,long_gun
Rhode Island,2004-02-01,long_gun,384.0,FFL/LEA,long_gun
Rhode Island,2004-01-01,long_gun,387.0,FFL/LEA,long_gun
Rhode Island,2003-12-01,long_gun,510.0,FFL/LEA,long_gun
Rhode Island,2003-11-01,long_gun,518.0,FFL/LEA,long_gun
Rhode Island,2003-10-01,long_gun,507.0,FFL/LEA,long_gun
Rhode Island,2003-09-01,long_gun,434.0,FFL/LEA,long_gun
Rhode Island,2003-08-01,long_gun,348.0,FFL/LEA,long_gun
Rhode Island,2003-07-01,long_gun,308.0,FFL/LEA,long_gun
Rhode Island,2003-06-01,long_gun,245.0,FFL/LEA,long_gun
Rhode Island,2003-05-01,long_gun,317.0,FFL/LEA,long_gun
Rhode Island,2003-04-01,long_gun,361.0,FFL/LEA,long_gun
Rhode Island,2003-03-01,long_gun,399.0,FFL/LEA,long_gun
Rhode Island,2003-02-01,long_gun,356.0,FFL/LEA,long_gun
Rhode Island,2003-01-01,long_gun,396.0,FFL/LEA,long_gun
Rhode Island,2002-12-01,long_gun,479.0,FFL/LEA,long_gun
Rhode Island,2002-11-01,long_gun,495.0,FFL/LEA,long_gun
Rhode Island,2002-10-01,long_gun,541.0,FFL/LEA,long_gun
Rhode Island,2002-09-01,long_gun,411.0,FFL/LEA,long_gun
Rhode Island,2002-08-01,long_gun,346.0,FFL/LEA,long_gun
Rhode Island,2002-07-01,long_gun,291.0,FFL/LEA,long_gun
Rhode Island,2002-06-01,long_gun,272.0,FFL/LEA,long_gun
Rhode Island,2002-05-01,long_gun,321.0,FFL/LEA,long_gun
Rhode Island,2002-04-01,long_gun,318.0,FFL/LEA,long_gun
Rhode Island,2002-03-01,long_gun,405.0,FFL/LEA,long_gun
Rhode Island,2002-02-01,long_gun,328.0,FFL/LEA,long_gun
Rhode Island,2002-01-01,long_gun,396.0,FFL/LEA,long_gun
Rhode Island,2001-12-01,long_gun,522.0,FFL/LEA,long_gun
Rhode Island,2001-11-01,long_gun,565.0,FFL/LEA,long_gun
Rhode Island,2001-10-01,long_gun,759.0,FFL/LEA,long_gun
Rhode Island,2001-09-01,long_gun,581.0,FFL/LEA,long_gun
Rhode Island,2001-08-01,long_gun,373.0,FFL/LEA,long_gun
Rhode Island,2001-07-01,long_gun,245.0,FFL/LEA,long_gun
Rhode Island,2001-06-01,long_gun,242.0,FFL/LEA,long_gun
Rhode Island,2001-05-01,long_gun,252.0,FFL/LEA,long_gun
Rhode Island,2001-04-01,long_gun,344.0,FFL/LEA,long_gun
Rhode Island,2001-03-01,long_gun,317.0,FFL/LEA,long_gun
Rhode Island,2001-02-01,long_gun,347.0,FFL/LEA,long_gun
Rhode Island,2001-01-01,long_gun,327.0,FFL/LEA,long_gun
Rhode Island,2000-12-01,long_gun,473.0,FFL/LEA,long_gun
Rhode Island,2000-11-01,long_gun,502.0,FFL/LEA,long_gun
Rhode Island,2000-10-01,long_gun,471.0,FFL/LEA,long_gun
Rhode Island,2000-09-01,long_gun,371.0,FFL/LEA,long_gun
Rhode Island,2000-08-01,long_gun,326.0,FFL/LEA,long_gun
Rhode Island,2000-07-01,long_gun,239.0,FFL/LEA,long_gun
Rhode Island,2000-06-01,long_gun,273.0,FFL/LEA,long_gun
Rhode Island,2000-05-01,long_gun,256.0,FFL/LEA,long_gun
Rhode Island,2000-04-01,long_gun,303.0,FFL/LEA,long_gun
Rhode Island,2000-03-01,long_gun,352.0,FFL/LEA,long_gun
Rhode Island,2000-02-01,long_gun,317.0,FFL/LEA,long_gun
Rhode Island,2000-01-01,long_gun,338.0,FFL/LEA,long_gun
Rhode Island,1999-12-01,long_gun,620.0,FFL/LEA,long_gun
Rhode Island,1999-11-01,long_gun,543.0,FFL/LEA,long_gun
Rhode Island,1999-10-01,long_gun,578.0,FFL/LEA,long_gun
Rhode Island,1999-09-01,long_gun,438.0,FFL/LEA,long_gun
Rhode Island,1999-08-01,long_gun,401.0,FFL/LEA,long_gun
Rhode Island,1999-07-01,long_gun,326.0,FFL/LEA,long_gun
Rhode Island,1999-06-01,long_gun,312.0,FFL/LEA,long_gun
Rhode Island,1999-05-01,long_gun,320.0,FFL/LEA,long_gun
Rhode Island,1999-04-01,long_gun,360.0,FFL/LEA,long_gun
Rhode Island,1999-03-01,long_gun,395.0,FFL/LEA,long_gun
Rhode Island,1999-02-01,long_gun,316.0,FFL/LEA,long_gun
Rhode Island,1999-01-01,long_gun,402.0,FFL/LEA,long_gun
Rhode Island,2021-03-01,other,154.0,FFL/LEA,other
Rhode Island,2021-02-01,other,151.0,FFL/LEA,other
Rhode Island,2021-01-01,other,188.0,FFL/LEA,other
Rhode Island,2020-12-01,other,110.0,FFL/LEA,other
Rhode Island,2020-11-01,other,158.0,FFL/LEA,other
Rhode Island,2020-10-01,other,143.0,FFL/LEA,other
Rhode Island,2020-09-01,other,133.0,FFL/LEA,other
Rhode Island,2020-08-01,other,125.0,FFL/LEA,other
Rhode Island,2020-07-01,other,139.0,FFL/LEA,other
Rhode Island,2020-06-01,other,177.0,FFL/LEA,other
Rhode Island,2020-05-01,other,101.0,FFL/LEA,other
Rhode Island,2020-04-01,other,126.0,FFL/LEA,other
Rhode Island,2020-03-01,other,178.0,FFL/LEA,other
Rhode Island,2020-02-01,other,108.0,FFL/LEA,other
Rhode Island,2020-01-01,other,118.0,FFL/LEA,other
Rhode Island,2019-12-01,other,84.0,FFL/LEA,other
Rhode Island,2019-11-01,other,57.0,FFL/LEA,other
Rhode Island,2019-10-01,other,66.0,FFL/LEA,other
Rhode Island,2019-09-01,other,74.0,FFL/LEA,other
Rhode Island,2019-08-01,other,80.0,FFL/LEA,other
Rhode Island,2019-07-01,other,73.0,FFL/LEA,other
Rhode Island,2019-06-01,other,76.0,FFL/LEA,other
Rhode Island,2019-05-01,other,96.0,FFL/LEA,other
Rhode Island,2019-04-01,other,115.0,FFL/LEA,other
Rhode Island,2019-03-01,other,159.0,FFL/LEA,other
Rhode Island,2019-02-01,other,134.0,FFL/LEA,other
Rhode Island,2019-01-01,other,96.0,FFL/LEA,other
Rhode Island,2018-12-01,other,99.0,FFL/LEA,other
Rhode Island,2018-11-01,other,121.0,FFL/LEA,other
Rhode Island,2018-10-01,other,79.0,FFL/LEA,other
Rhode Island,2018-09-01,other,111.0,FFL/LEA,other
Rhode Island,2018-08-01,other,66.0,FFL/LEA,other
Rhode Island,2018-07-01,other,67.0,FFL/LEA,other
Rhode Island,2018-06-01,other,65.0,FFL/LEA,other
Rhode Island,2018-05-01,other,90.0,FFL/LEA,other
Rhode Island,2018-04-01,other,159.0,FFL/LEA,other
Rhode Island,2018-03-01,other,327.0,FFL/LEA,other
Rhode Island,2018-02-01,other,220.0,FFL/LEA,other
Rhode Island,2018-01-01,other,64.0,FFL/LEA,other
Rhode Island,2017-12-01,other,94.0,FFL/LEA,other
Rhode Island,2017-11-01,other,142.0,FFL/LEA,other
Rhode Island,2017-10-01,other,120.0,FFL/LEA,other
Rhode Island,2017-09-01,other,70.0,FFL/LEA,other
Rhode Island,2017-08-01,other,68.0,FFL/LEA,other
Rhode Island,2017-07-01,other,64.0,FFL/LEA,other
Rhode Island,2017-06-01,other,65.0,FFL/LEA,other
Rhode Island,2017-05-01,other,82.0,FFL/LEA,other
Rhode Island,2017-04-01,other,82.0,FFL/LEA,other
Rhode Island,2017-03-01,other,83.0,FFL/LEA,other
Rhode Island,2017-02-01,other,94.0,FFL/LEA,other
Rhode Island,2017-01-01,other,78.0,FFL/LEA,other
Rhode Island,2016-12-01,other,72.0,FFL/LEA,other
Rhode Island,2016-11-01,other,94.0,FFL/LEA,other
Rhode Island,2016-10-01,other,94.0,FFL/LEA,other
Rhode Island,2016-09-01,other,62.0,FFL/LEA,other
Rhode Island,2016-08-01,other,104.0,FFL/LEA,other
Rhode Island,2016-07-01,other,101.0,FFL/LEA,other
Rhode Island,2016-06-01,other,85.0,FFL/LEA,other
Rhode Island,2016-05-01,other,28.0,FFL/LEA,other
Rhode Island,2016-04-01,other,35.0,FFL/LEA,other
Rhode Island,2016-03-01,other,57.0,FFL/LEA,other
Rhode Island,2016-02-01,other,64.0,FFL/LEA,other
Rhode Island,2016-01-01,other,89.0,FFL/LEA,other
Rhode Island,2015-12-01,other,130.0,FFL/LEA,other
Rhode Island,2015-11-01,other,57.0,FFL/LEA,other
Rhode Island,2015-10-01,other,52.0,FFL/LEA,other
Rhode Island,2015-09-01,other,37.0,FFL/LEA,other
Rhode Island,2015-08-01,other,41.0,FFL/LEA,other
Rhode Island,2015-07-01,other,78.0,FFL/LEA,other
Rhode Island,2015-06-01,other,31.0,FFL/LEA,other
Rhode Island,2015-05-01,other,35.0,FFL/LEA,other
Rhode Island,2015-04-01,other,66.0,FFL/LEA,other
Rhode Island,2015-03-01,other,54.0,FFL/LEA,other
Rhode Island,2015-02-01,other,59.0,FFL/LEA,other
Rhode Island,2015-01-01,other,63.0,FFL/LEA,other
Rhode Island,2014-12-01,other,59.0,FFL/LEA,other
Rhode Island,2014-11-01,other,48.0,FFL/LEA,other
Rhode Island,2014-10-01,other,55.0,FFL/LEA,other
Rhode Island,2014-09-01,other,49.0,FFL/LEA,other
Rhode Island,2014-08-01,other,37.0,FFL/LEA,other
Rhode Island,2014-07-01,other,31.0,FFL/LEA,other
Rhode Island,2014-06-01,other,26.0,FFL/LEA,other
Rhode Island,2014-05-01,other,35.0,FFL/LEA,other
Rhode Island,2014-04-01,other,46.0,FFL/LEA,other
Rhode Island,2014-03-01,other,51.0,FFL/LEA,other
Rhode Island,2014-02-01,other,31.0,FFL/LEA,other
Rhode Island,2014-01-01,other,21.0,FFL/LEA,other
Rhode Island,2013-12-01,other,36.0,FFL/LEA,other
Rhode Island,2013-11-01,other,23.0,FFL/LEA,other
Rhode Island,2013-10-01,other,23.0,FFL/LEA,other
Rhode Island,2013-09-01,other,20.0,FFL/LEA,other
Rhode Island,2013-08-01,other,15.0,FFL/LEA,other
Rhode Island,2013-07-01,other,28.0,FFL/LEA,other
Rhode Island,2013-06-01,other,44.0,FFL/LEA,other
Rhode Island,2013-05-01,other,52.0,FFL/LEA,other
Rhode Island,2013-04-01,other,77.0,FFL/LEA,other
Rhode Island,2013-03-01,other,53.0,FFL/LEA,other
Rhode Island,2013-02-01,other,43.0,FFL/LEA,other
Rhode Island,2013-01-01,other,41.0,FFL/LEA,other
Rhode Island,2012-12-01,other,40.0,FFL/LEA,other
Rhode Island,2012-11-01,other,24.0,FFL/LEA,other
Rhode Island,2012-10-01,other,20.0,FFL/LEA,other
Rhode Island,2012-09-01,other,20.0,FFL/LEA,other
Rhode Island,2012-08-01,other,13.0,FFL/LEA,other
Rhode Island,2012-07-01,other,17.0,FFL/LEA,other
Rhode Island,2012-06-01,other,8.0,FFL/LEA,other
Rhode Island,2012-05-01,other,15.0,FFL/LEA,other
Rhode Island,2012-04-01,other,17.0,FFL/LEA,other
Rhode Island,2012-03-01,other,16.0,FFL/LEA,other
Rhode Island,2012-02-01,other,14.0,FFL/LEA,other
Rhode Island,2012-01-01,other,16.0,FFL/LEA,other
Rhode Island,2011-12-01,other,21.0,FFL/LEA,other
Rhode Island,2011-11-01,other,20.0,FFL/LEA,other
Rhode Island,2011-10-01,other,17.0,FFL/LEA,other
Rhode Island,2011-09-01,other,15.0,FFL/LEA,other
Rhode Island,2011-08-01,other,7.0,FFL/LEA,other
Rhode Island,2011-07-01,other,11.0,FFL/LEA,other
Rhode Island,2011-06-01,other,18.0,FFL/LEA,other
Rhode Island,2011-05-01,other,8.0,FFL/LEA,other
Rhode Island,2011-04-01,other,19.0,FFL/LEA,other
Rhode Island,2011-03-01,other,21.0,FFL/LEA,other
Rhode Island,2011-02-01,other,27.0,FFL/LEA,other
Rhode Island,2011-01-01,other,16.0,FFL/LEA,other
Rhode Island,2010-12-01,other,16.0,FFL/LEA,other
Rhode Island,2010-11-01,other,16.0,FFL/LEA,other
Rhode Island,2010-10-01,other,22.0,FFL/LEA,other
Rhode Island,2010-09-01,other,6.0,FFL/LEA,other
Rhode Island,2010-08-01,other,19.0,FFL/LEA,other
Rhode Island,2010-07-01,other,18.0,FFL/LEA,other
Rhode Island,2010-06-01,other,15.0,FFL/LEA,other
Rhode Island,2010-05-01,other,23.0,FFL/LEA,other
Rhode Island,2010-04-01,other,19.0,FFL/LEA,other
Rhode Island,2010-03-01,other,23.0,FFL/LEA,other
Rhode Island,2010-02-01,other,16.0,FFL/LEA,other
Rhode Island,2010-01-01,other,21.0,FFL/LEA,other
Rhode Island,2009-12-01,other,17.0,FFL/LEA,other
Rhode Island,2009-11-01,other,26.0,FFL/LEA,other
Rhode Island,2009-10-01,other,27.0,FFL/LEA,other
Rhode Island,2009-09-01,other,26.0,FFL/LEA,other
Rhode Island,2009-08-01,other,15.0,FFL/LEA,other
Rhode Island,2009-07-01,other,20.0,FFL/LEA,other
Rhode Island,2009-06-01,other,1.0,FFL/LEA,other
Rhode Island,2009-05-01,other,,FFL/LEA,other
Rhode Island,2009-04-01,other,,FFL/LEA,other
Rhode Island,2009-03-01,other,,FFL/LEA,other
Rhode Island,2009-02-01,other,,FFL/LEA,other
Rhode Island,2009-01-01,other,,FFL/LEA,other
Rhode Island,2008-12-01,other,,FFL/LEA,other
Rhode Island,2008-11-01,other,,FFL/LEA,other
Rhode Island,2008-10-01,other,,FFL/LEA,other
Rhode Island,2008-09-01,other,,FFL/LEA,other
Rhode Island,2008-08-01,other,,FFL/LEA,other
Rhode Island,2008-07-01,other,,FFL/LEA,other
Rhode Island,2008-06-01,other,,FFL/LEA,other
Rhode Island,2008-05-01,other,,FFL/LEA,other
Rhode Island,2008-04-01,other,,FFL/LEA,other
Rhode Island,2008-03-01,other,,FFL/LEA,other
Rhode Island,2008-02-01,other,,FFL/LEA,other
Rhode Island,2008-01-01,other,,FFL/LEA,other
Rhode Island,2007-12-01,other,,FFL/LEA,other
Rhode Island,2007-11-01,other,,FFL/LEA,other
Rhode Island,2007-10-01,other,,FFL/LEA,other
Rhode Island,2007-09-01,other,,FFL/LEA,other
Rhode Island,2007-08-01,other,,FFL/LEA,other
Rhode Island,2007-07-01,other,,FFL/LEA,other
Rhode Island,2007-06-01,other,,FFL/LEA,other
Rhode Island,2007-05-01,other,,FFL/LEA,other
Rhode Island,2007-04-01,other,,FFL/LEA,other
Rhode Island,2007-03-01,other,,FFL/LEA,other
Rhode Island,2007-02-01,other,,FFL/LEA,other
Rhode Island,2007-01-01,other,,FFL/LEA,other
Rhode Island,2006-12-01,other,,FFL/LEA,other
Rhode Island,2006-11-01,other,,FFL/LEA,other
Rhode Island,2006-10-01,other,,FFL/LEA,other
Rhode Island,2006-09-01,other,,FFL/LEA,other
Rhode Island,2006-08-01,other,,FFL/LEA,other
Rhode Island,2006-07-01,other,,FFL/LEA,other
Rhode Island,2006-06-01,other,,FFL/LEA,other
Rhode Island,2006-05-01,other,,FFL/LEA,other
Rhode Island,2006-04-01,other,,FFL/LEA,other
Rhode Island,2006-03-01,other,,FFL/LEA,other
Rhode Island,2006-02-01,other,,FFL/LEA,other
Rhode Island,2006-01-01,other,,FFL/LEA,other
Rhode Island,2005-12-01,other,,FFL/LEA,other
Rhode Island,2005-11-01,other,,FFL/LEA,other
Rhode Island,2005-10-01,other,,FFL/LEA,other
Rhode Island,2005-09-01,other,,FFL/LEA,other
Rhode Island,2005-08-01,other,,FFL/LEA,other
Rhode Island,2005-07-01,other,,FFL/LEA,other
Rhode Island,2005-06-01,other,,FFL/LEA,other
Rhode Island,2005-05-01,other,,FFL/LEA,other
Rhode Island,2005-04-01,other,,FFL/LEA,other
Rhode Island,2005-03-01,other,,FFL/LEA,other
Rhode Island,2005-02-01,other,,FFL/LEA,other
Rhode Island,2005-01-01,other,,FFL/LEA,other
Rhode Island,2004-12-01,other,,FFL/LEA,other
Rhode Island,2004-11-01,other,,FFL/LEA,other
Rhode Island,2004-10-01,other,,FFL/LEA,other
Rhode Island,2004-09-01,other,,FFL/LEA,other
Rhode Island,2004-08-01,other,,FFL/LEA,other
Rhode Island,2004-07-01,other,,FFL/LEA,other
Rhode Island,2004-06-01,other,,FFL/LEA,other
Rhode Island,2004-05-01,other,,FFL/LEA,other
Rhode Island,2004-04-01,other,,FFL/LEA,other
Rhode Island,2004-03-01,other,,FFL/LEA,other
Rhode Island,2004-02-01,other,,FFL/LEA,other
Rhode Island,2004-01-01,other,,FFL/LEA,other
Rhode Island,2003-12-01,other,,FFL/LEA,other
Rhode Island,2003-11-01,other,,FFL/LEA,other
Rhode Island,2003-10-01,other,,FFL/LEA,other
Rhode Island,2003-09-01,other,,FFL/LEA,other
Rhode Island,2003-08-01,other,,FFL/LEA,other
Rhode Island,2003-07-01,other,,FFL/LEA,other
Rhode Island,2003-06-01,other,,FFL/LEA,other
Rhode Island,2003-05-01,other,,FFL/LEA,other
Rhode Island,2003-04-01,other,,FFL/LEA,other
Rhode Island,2003-03-01,other,,FFL/LEA,other
Rhode Island,2003-02-01,other,,FFL/LEA,other
Rhode Island,2003-01-01,other,,FFL/LEA,other
Rhode Island,2002-12-01,other,,FFL/LEA,other
Rhode Island,2002-11-01,other,,FFL/LEA,other
Rhode Island,2002-10-01,other,,FFL/LEA,other
Rhode Island,2002-09-01,other,,FFL/LEA,other
Rhode Island,2002-08-01,other,,FFL/LEA,other
Rhode Island,2002-07-01,other,,FFL/LEA,other
Rhode Island,2002-06-01,other,,FFL/LEA,other
Rhode Island,2002-05-01,other,,FFL/LEA,other
Rhode Island,2002-04-01,other,,FFL/LEA,other
Rhode Island,2002-03-01,other,,FFL/LEA,other
Rhode Island,2002-02-01,other,,FFL/LEA,other
Rhode Island,2002-01-01,other,,FFL/LEA,other
Rhode Island,2001-12-01,other,,FFL/LEA,other
Rhode Island,2001-11-01,other,,FFL/LEA,other
Rhode Island,2001-10-01,other,,FFL/LEA,other
Rhode Island,2001-09-01,other,,FFL/LEA,other
Rhode Island,2001-08-01,other,,FFL/LEA,other
Rhode Island,2001-07-01,other,,FFL/LEA,other
Rhode Island,2001-06-01,other,,FFL/LEA,other
Rhode Island,2001-05-01,other,,FFL/LEA,other
Rhode Island,2001-04-01,other,,FFL/LEA,other
Rhode Island,2001-03-01,other,,FFL/LEA,other
Rhode Island,2001-02-01,other,,FFL/LEA,other
Rhode Island,2001-01-01,other,,FFL/LEA,other
Rhode Island,2000-12-01,other,,FFL/LEA,other
Rhode Island,2000-11-01,other,,FFL/LEA,other
Rhode Island,2000-10-01,other,,FFL/LEA,other
Rhode Island,2000-09-01,other,,FFL/LEA,other
Rhode Island,2000-08-01,other,,FFL/LEA,other
Rhode Island,2000-07-01,other,,FFL/LEA,other
Rhode Island,2000-06-01,other,,FFL/LEA,other
Rhode Island,2000-05-01,other,,FFL/LEA,other
Rhode Island,2000-04-01,other,,FFL/LEA,other
Rhode Island,2000-03-01,other,,FFL/LEA,other
Rhode Island,2000-02-01,other,,FFL/LEA,other
Rhode Island,2000-01-01,other,,FFL/LEA,other
Rhode Island,1999-12-01,other,,FFL/LEA,other
Rhode Island,1999-11-01,other,,FFL/LEA,other
Rhode Island,1999-10-01,other,,FFL/LEA,other
Rhode Island,1999-09-01,other,,FFL/LEA,other
Rhode Island,1999-08-01,other,,FFL/LEA,other
Rhode Island,1999-07-01,other,,FFL/LEA,other
Rhode Island,1999-06-01,other,,FFL/LEA,other
Rhode Island,1999-05-01,other,,FFL/LEA,other
Rhode Island,1999-04-01,other,,FFL/LEA,other
Rhode Island,1999-03-01,other,,FFL/LEA,other
Rhode Island,1999-02-01,other,,FFL/LEA,other
Rhode Island,1999-01-01,other,,FFL/LEA,other
Rhode Island,2021-03-01,multiple,448.0,FFL/LEA,multiple
Rhode Island,2021-02-01,multiple,322.0,FFL/LEA,multiple
Rhode Island,2021-01-01,multiple,480.0,FFL/LEA,multiple
Rhode Island,2020-12-01,multiple,343.0,FFL/LEA,multiple
Rhode Island,2020-11-01,multiple,525.0,FFL/LEA,multiple
Rhode Island,2020-10-01,multiple,458.0,FFL/LEA,multiple
Rhode Island,2020-09-01,multiple,348.0,FFL/LEA,multiple
Rhode Island,2020-08-01,multiple,351.0,FFL/LEA,multiple
Rhode Island,2020-07-01,multiple,406.0,FFL/LEA,multiple
Rhode Island,2020-06-01,multiple,554.0,FFL/LEA,multiple
Rhode Island,2020-05-01,multiple,371.0,FFL/LEA,multiple
Rhode Island,2020-04-01,multiple,412.0,FFL/LEA,multiple
Rhode Island,2020-03-01,multiple,613.0,FFL/LEA,multiple
Rhode Island,2020-02-01,multiple,212.0,FFL/LEA,multiple
Rhode Island,2020-01-01,multiple,215.0,FFL/LEA,multiple
Rhode Island,2019-12-01,multiple,217.0,FFL/LEA,multiple
Rhode Island,2019-11-01,multiple,174.0,FFL/LEA,multiple
Rhode Island,2019-10-01,multiple,188.0,FFL/LEA,multiple
Rhode Island,2019-09-01,multiple,167.0,FFL/LEA,multiple
Rhode Island,2019-08-01,multiple,158.0,FFL/LEA,multiple
Rhode Island,2019-07-01,multiple,125.0,FFL/LEA,multiple
Rhode Island,2019-06-01,multiple,129.0,FFL/LEA,multiple
Rhode Island,2019-05-01,multiple,169.0,FFL/LEA,multiple
Rhode Island,2019-04-01,multiple,205.0,FFL/LEA,multiple
Rhode Island,2019-03-01,multiple,268.0,FFL/LEA,multiple
Rhode Island,2019-02-01,multiple,198.0,FFL/LEA,multiple
Rhode Island,2019-01-01,multiple,167.0,FFL/LEA,multiple
Rhode Island,2018-12-01,multiple,162.0,FFL/LEA,multiple
Rhode Island,2018-11-01,multiple,166.0,FFL/LEA,multiple
Rhode Island,2018-10-01,multiple,163.0,FFL/LEA,multiple
Rhode Island,2018-09-01,multiple,160.0,FFL/LEA,multiple
Rhode Island,2018-08-01,multiple,124.0,FFL/LEA,multiple
Rhode Island,2018-07-01,multiple,109.0,FFL/LEA,multiple
Rhode Island,2018-06-01,multiple,141.0,FFL/LEA,multiple
Rhode Island,2018-05-01,multiple,164.0,FFL/LEA,multiple
Rhode Island,2018-04-01,multiple,219.0,FFL/LEA,multiple
Rhode Island,2018-03-01,multiple,327.0,FFL/LEA,multiple
Rhode Island,2018-02-01,multiple,209.0,FFL/LEA,multiple
Rhode Island,2018-01-01,multiple,147.0,FFL/LEA,multiple
Rhode Island,2017-12-01,multiple,183.0,FFL/LEA,multiple
Rhode Island,2017-11-01,multiple,170.0,FFL/LEA,multiple
Rhode Island,2017-10-01,multiple,192.0,FFL/LEA,multiple
Rhode Island,2017-09-01,multiple,163.0,FFL/LEA,multiple
Rhode Island,2017-08-01,multiple,154.0,FFL/LEA,multiple
Rhode Island,2017-07-01,multiple,129.0,FFL/LEA,multiple
Rhode Island,2017-06-01,multiple,151.0,FFL/LEA,multiple
Rhode Island,2017-05-01,multiple,182.0,FFL/LEA,multiple
Rhode Island,2017-04-01,multiple,200.0,FFL/LEA,multiple
Rhode Island,2017-03-01,multiple,223.0,FFL/LEA,multiple
Rhode Island,2017-02-01,multiple,209.0,FFL/LEA,multiple
Rhode Island,2017-01-01,multiple,160.0,FFL/LEA,multiple
Rhode Island,2016-12-01,multiple,210.0,FFL/LEA,multiple
Rhode Island,2016-11-01,multiple,201.0,FFL/LEA,multiple
Rhode Island,2016-10-01,multiple,214.0,FFL/LEA,multiple
Rhode Island,2016-09-01,multiple,168.0,FFL/LEA,multiple
Rhode Island,2016-08-01,multiple,145.0,FFL/LEA,multiple
Rhode Island,2016-07-01,multiple,155.0,FFL/LEA,multiple
Rhode Island,2016-06-01,multiple,173.0,FFL/LEA,multiple
Rhode Island,2016-05-01,multiple,113.0,FFL/LEA,multiple
Rhode Island,2016-04-01,multiple,138.0,FFL/LEA,multiple
Rhode Island,2016-03-01,multiple,153.0,FFL/LEA,multiple
Rhode Island,2016-02-01,multiple,152.0,FFL/LEA,multiple
Rhode Island,2016-01-01,multiple,177.0,FFL/LEA,multiple
Rhode Island,2015-12-01,multiple,213.0,FFL/LEA,multiple
Rhode Island,2015-11-01,multiple,135.0,FFL/LEA,multiple
Rhode Island,2015-10-01,multiple,141.0,FFL/LEA,multiple
Rhode Island,2015-09-01,multiple,112.0,FFL/LEA,multiple
Rhode Island,2015-08-01,multiple,114.0,FFL/LEA,multiple
Rhode Island,2015-07-01,multiple,118.0,FFL/LEA,multiple
Rhode Island,2015-06-01,multiple,105.0,FFL/LEA,multiple
Rhode Island,2015-05-01,multiple,122.0,FFL/LEA,multiple
Rhode Island,2015-04-01,multiple,113.0,FFL/LEA,multiple
Rhode Island,2015-03-01,multiple,112.0,FFL/LEA,multiple
Rhode Island,2015-02-01,multiple,136.0,FFL/LEA,multiple
Rhode Island,2015-01-01,multiple,140.0,FFL/LEA,multiple
Rhode Island,2014-12-01,multiple,133.0,FFL/LEA,multiple
Rhode Island,2014-11-01,multiple,132.0,FFL/LEA,multiple
Rhode Island,2014-10-01,multiple,110.0,FFL/LEA,multiple
Rhode Island,2014-09-01,multiple,105.0,FFL/LEA,multiple
Rhode Island,2014-08-01,multiple,100.0,FFL/LEA,multiple
Rhode Island,2014-07-01,multiple,85.0,FFL/LEA,multiple
Rhode Island,2014-06-01,multiple,75.0,FFL/LEA,multiple
Rhode Island,2014-05-01,multiple,91.0,FFL/LEA,multiple
Rhode Island,2014-04-01,multiple,98.0,FFL/LEA,multiple
Rhode Island,2014-03-01,multiple,131.0,FFL/LEA,multiple
Rhode Island,2014-02-01,multiple,141.0,FFL/LEA,multiple
Rhode Island,2014-01-01,multiple,141.0,FFL/LEA,multiple
Rhode Island,2013-12-01,multiple,180.0,FFL/LEA,multiple
Rhode Island,2013-11-01,multiple,121.0,FFL/LEA,multiple
Rhode Island,2013-10-01,multiple,132.0,FFL/LEA,multiple
Rhode Island,2013-09-01,multiple,125.0,FFL/LEA,multiple
Rhode Island,2013-08-01,multiple,116.0,FFL/LEA,multiple
Rhode Island,2013-07-01,multiple,129.0,FFL/LEA,multiple
Rhode Island,2013-06-01,multiple,125.0,FFL/LEA,multiple
Rhode Island,2013-05-01,multiple,200.0,FFL/LEA,multiple
Rhode Island,2013-04-01,multiple,234.0,FFL/LEA,multiple
Rhode Island,2013-03-01,multiple,265.0,FFL/LEA,multiple
Rhode Island,2013-02-01,multiple,245.0,FFL/LEA,multiple
Rhode Island,2013-01-01,multiple,365.0,FFL/LEA,multiple
Rhode Island,2012-12-01,multiple,334.0,FFL/LEA,multiple
Rhode Island,2012-11-01,multiple,202.0,FFL/LEA,multiple
Rhode Island,2012-10-01,multiple,145.0,FFL/LEA,multiple
Rhode Island,2012-09-01,multiple,139.0,FFL/LEA,multiple
