month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2002-07,Massachusetts,3995.0,,1056.0,855.0,,34,436.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,6376
2002-07,Michigan,10798.0,,1800.0,8182.0,,28,0.0,0.0,5.0,,0.0,264.0,,,,,,,,,,,,,21077
2002-07,Minnesota,2603.0,,1747.0,5753.0,,87,0.0,2.0,5.0,,60.0,464.0,,,,,,,,,,,,,10721
2002-07,Mississippi,0.0,,2541.0,3191.0,,143,0.0,60.0,78.0,,843.0,1344.0,,,,,,,,,,,,,8200
2002-07,Missouri,0.0,,2144.0,6982.0,,101,0.0,4.0,26.0,,165.0,1201.0,,,,,,,,,,,,,10623
2002-07,Montana,152.0,,1149.0,2464.0,,93,0.0,6.0,27.0,,287.0,780.0,,,,,,,,,,,,,4958
2002-07,Nebraska,902.0,,16.0,1282.0,,0,0.0,0.0,1.0,,2.0,87.0,,,,,,,,,,,,,2290
2002-07,Nevada,0.0,,1652.0,1570.0,,105,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,3327
2002-07,New Hampshire,806.0,,916.0,1544.0,,17,0.0,0.0,0.0,,0.0,3.0,,,,,,,,,,,,,3286
2002-07,New Jersey,0.0,,1293.0,1456.0,,40,6.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,2795
2002-07,New Mexico,0.0,,1678.0,2498.0,,162,0.0,4.0,14.0,,397.0,832.0,,,,,,,,,,,,,5585
2002-07,New York,3665.0,,554.0,4958.0,,12,27.0,1.0,1.0,,0.0,12.0,,,,,,,,,,,,,9230
2002-07,North Carolina,6484.0,,172.0,6973.0,,78,0.0,15.0,39.0,,962.0,1649.0,,,,,,,,,,,,,16372
2002-07,North Dakota,138.0,,294.0,1162.0,,19,0.0,1.0,2.0,,24.0,142.0,,,,,,,,,,,,,1782
2002-07,Ohio,0.0,,5361.0,10352.0,,336,0.0,16.0,73.0,,485.0,851.0,,,,,,,,,,,,,17474
2002-07,Oklahoma,0.0,,2781.0,4033.0,,246,0.0,14.0,50.0,,800.0,1562.0,,,,,,,,,,,,,9486
2002-07,Oregon,2.0,,2837.0,5185.0,,177,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,8202
2002-07,Pennsylvania,462.0,,0.0,37547.0,,250,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,38259
2002-07,Puerto Rico,0.0,,582.0,73.0,,15,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,670
2002-07,Rhode Island,0.0,,323.0,291.0,,53,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,667
2002-07,South Carolina,993.0,,2322.0,2805.0,,69,2.0,4.0,5.0,,371.0,596.0,,,,,,,,,,,,,7167
2002-07,South Dakota,0.0,,422.0,1585.0,,25,0.0,0.0,0.0,,44.0,191.0,,,,,,,,,,,,,2267
2002-07,Tennessee,0.0,,6561.0,6462.0,,225,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13248
2002-07,Texas,7379.0,,10347.0,17005.0,,781,0.0,52.0,74.0,,2609.0,4563.0,,,,,,,,,,,,,42810
2002-07,Utah,0.0,,1227.0,2298.0,,44,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,3569
2002-07,Vermont,0.0,,411.0,729.0,,19,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,1159
2002-07,Virgin Islands,0.0,,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0
2002-07,Virginia,0.0,,4941.0,6839.0,,128,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,11908
2002-07,Washington,4262.0,,3191.0,4701.0,,221,5.0,11.0,17.0,,642.0,1052.0,,,,,,,,,,,,,14102
2002-07,West Virginia,0.0,,2201.0,3462.0,,159,0.0,4.0,15.0,,466.0,1518.0,,,,,,,,,,,,,7825
2002-07,Wisconsin,0.0,,2248.0,5824.0,,5,0.0,0.0,0.0,,1.0,140.0,,,,,,,,,,,,,8218
2002-07,Wyoming,133.0,,549.0,1092.0,,46,0.0,5.0,15.0,,113.0,274.0,,,,,,,,,,,,,2227
2002-06,Alabama,0.0,,4697.0,4811.0,,239,0.0,48.0,75.0,,1181.0,1552.0,,,,,,,,,,,,,12603
2002-06,Alaska,0.0,,853.0,1244.0,,68,0.0,3.0,3.0,,153.0,226.0,,,,,,,,,,,,,2550
2002-06,Arizona,1253.0,,4088.0,3720.0,,188,11.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,9260
2002-06,Arkansas,491.0,,2149.0,3189.0,,153,0.0,16.0,45.0,,509.0,1478.0,,,,,,,,,,,,,8030
2002-06,California,15336.0,,17283.0,19266.0,,0,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,51886
2002-06,Colorado,0.0,,4409.0,6049.0,,302,118.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,10878
2002-06,Connecticut,3004.0,,1856.0,1604.0,,86,166.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,6716
2002-06,Delaware,0.0,,342.0,523.0,,23,0.0,0.0,0.0,,1.0,1.0,,,,,,,,,,,,,890
2002-06,District of Columbia,0.0,,1.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,1
2002-06,Florida,0.0,,10500.0,8361.0,,416,16.0,26.0,23.0,,531.0,488.0,,,,,,,,,,,,,20361
2002-06,Georgia,2099.0,,5051.0,5442.0,,162,3930.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16684
2002-06,Guam,0.0,,10.0,9.0,,1,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20
2002-06,Hawaii,536.0,,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,536
2002-06,Idaho,1035.0,,949.0,2046.0,,72,0.0,3.0,10.0,,245.0,603.0,,,,,,,,,,,,,4963
2002-06,Illinois,19439.0,,3439.0,4551.0,,152,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,27581
2002-06,Indiana,8127.0,,1222.0,2672.0,,3,0.0,0.0,5.0,,0.0,297.0,,,,,,,,,,,,,12326
2002-06,Iowa,2329.0,,22.0,1291.0,,3,6.0,0.0,0.0,,1.0,131.0,,,,,,,,,,,,,3783
2002-06,Kansas,0.0,,1500.0,2370.0,,113,0.0,3.0,3.0,,269.0,397.0,,,,,,,,,,,,,4655
2002-06,Kentucky,0.0,,4455.0,5272.0,,299,0.0,52.0,90.0,,910.0,1447.0,,,,,,,,,,,,,12525
2002-06,Louisiana,0.0,,3566.0,3677.0,,167,0.0,20.0,28.0,,641.0,1044.0,,,,,,,,,,,,,9143
2002-06,Maine,0.0,,788.0,1536.0,,52,0.0,6.0,37.0,,35.0,109.0,,,,,,,,,,,,,2563
2002-06,Mariana Islands,0.0,,9.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,9
2002-06,Maryland,1736.0,,35.0,2626.0,,9,0.0,0.0,1.0,,56.0,102.0,,,,,,,,,,,,,4565
2002-06,Massachusetts,3865.0,,1351.0,953.0,,29,433.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,6631
2002-06,Michigan,11001.0,,1822.0,7922.0,,55,0.0,0.0,3.0,,1.0,240.0,,,,,,,,,,,,,21044
2002-06,Minnesota,2154.0,,1784.0,5318.0,,82,0.0,1.0,2.0,,58.0,425.0,,,,,,,,,,,,,9824
2002-06,Mississippi,0.0,,2461.0,2818.0,,128,0.0,46.0,80.0,,776.0,1251.0,,,,,,,,,,,,,7560
2002-06,Missouri,0.0,,2130.0,6421.0,,74,0.0,0.0,28.0,,154.0,1110.0,,,,,,,,,,,,,9917
2002-06,Montana,186.0,,1066.0,2655.0,,105,13.0,5.0,16.0,,243.0,786.0,,,,,,,,,,,,,5075
2002-06,Nebraska,790.0,,10.0,1021.0,,0,0.0,0.0,1.0,,1.0,69.0,,,,,,,,,,,,,1892
2002-06,Nevada,0.0,,1515.0,1472.0,,97,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,3084
2002-06,New Hampshire,622.0,,1008.0,1541.0,,16,0.0,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,3189
2002-06,New Jersey,0.0,,1438.0,1511.0,,49,3.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,3001
2002-06,New Mexico,0.0,,1682.0,2374.0,,124,0.0,4.0,8.0,,378.0,780.0,,,,,,,,,,,,,5350
2002-06,New York,3975.0,,584.0,5060.0,,11,37.0,0.0,0.0,,0.0,14.0,,,,,,,,,,,,,9681
2002-06,North Carolina,6130.0,,133.0,6879.0,,99,0.0,20.0,34.0,,984.0,1751.0,,,,,,,,,,,,,16030
2002-06,North Dakota,133.0,,276.0,1284.0,,12,0.0,0.0,2.0,,30.0,155.0,,,,,,,,,,,,,1892
2002-06,Ohio,0.0,,5793.0,8325.0,,479,0.0,14.0,67.0,,436.0,745.0,,,,,,,,,,,,,15859
2002-06,Oklahoma,0.0,,2534.0,3859.0,,240,0.0,10.0,39.0,,726.0,1464.0,,,,,,,,,,,,,8872
2002-06,Oregon,66.0,,3399.0,5805.0,,192,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,9462
2002-06,Pennsylvania,621.0,,0.0,35335.0,,347,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,36303
2002-06,Puerto Rico,0.0,,542.0,63.0,,12,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,617
2002-06,Rhode Island,0.0,,329.0,272.0,,75,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,676
2002-06,South Carolina,1023.0,,2417.0,2446.0,,75,0.0,2.0,8.0,,359.0,554.0,,,,,,,,,,,,,6884
2002-06,South Dakota,0.0,,404.0,1517.0,,21,0.0,0.0,2.0,,61.0,201.0,,,,,,,,,,,,,2206
2002-06,Tennessee,0.0,,6074.0,5782.0,,200,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,12056
2002-06,Texas,6946.0,,10251.0,15598.0,,739,0.0,54.0,82.0,,2524.0,4173.0,,,,,,,,,,,,,40367
2002-06,Utah,0.0,,1241.0,2303.0,,52,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,3596
2002-06,Vermont,0.0,,408.0,615.0,,18,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,1041
2002-06,Virgin Islands,0.0,,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0
2002-06,Virginia,0.0,,4499.0,6162.0,,99,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,10760
2002-06,Washington,4388.0,,3110.0,4570.0,,249,17.0,8.0,11.0,,594.0,963.0,,,,,,,,,,,,,13910
2002-06,West Virginia,0.0,,1963.0,3125.0,,152,0.0,5.0,7.0,,409.0,1292.0,,,,,,,,,,,,,6953
2002-06,Wisconsin,0.0,,2560.0,5752.0,,1,0.0,0.0,3.0,,4.0,107.0,,,,,,,,,,,,,8427
2002-06,Wyoming,256.0,,637.0,1194.0,,60,0.0,2.0,16.0,,107.0,263.0,,,,,,,,,,,,,2535
2002-05,Alabama,0.0,,5012.0,4850.0,,251,0.0,45.0,78.0,,1226.0,1578.0,,,,,,,,,,,,,13040
2002-05,Alaska,0.0,,855.0,1572.0,,67,0.0,6.0,9.0,,144.0,242.0,,,,,,,,,,,,,2895
2002-05,Arizona,1161.0,,4850.0,4271.0,,196,11.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,10489
2002-05,Arkansas,384.0,,2264.0,3509.0,,196,0.0,14.0,35.0,,519.0,1527.0,,,,,,,,,,,,,8448
2002-05,California,19557.0,,18817.0,19929.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,58303
2002-05,Colorado,0.0,,5386.0,6690.0,,324,108.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,12508
2002-05,Connecticut,3691.0,,2004.0,1734.0,,107,116.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,7652
2002-05,Delaware,0.0,,386.0,629.0,,14,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,1030
2002-05,District of Columbia,0.0,,2.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,2
2002-05,Florida,0.0,,10309.0,7780.0,,377,272.0,29.0,20.0,,571.0,489.0,,,,,,,,,,,,,19847
2002-05,Georgia,2464.0,,5145.0,5388.0,,162,4067.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17226
2002-05,Guam,0.0,,9.0,15.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24
2002-05,Hawaii,867.0,,0.0,0.0,,0,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,868
2002-05,Idaho,1083.0,,1094.0,2527.0,,81,0.0,6.0,11.0,,232.0,684.0,,,,,,,,,,,,,5718
2002-05,Illinois,23780.0,,3932.0,5111.0,,158,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,32981
2002-05,Indiana,10055.0,,1375.0,2725.0,,5,0.0,0.0,6.0,,1.0,327.0,,,,,,,,,,,,,14494
2002-05,Iowa,3114.0,,13.0,1369.0,,0,24.0,0.0,3.0,,2.0,117.0,,,,,,,,,,,,,4642
2002-05,Kansas,0.0,,1590.0,2680.0,,124,0.0,3.0,6.0,,299.0,430.0,,,,,,,,,,,,,5132
2002-05,Kentucky,0.0,,4805.0,5534.0,,345,0.0,53.0,110.0,,1041.0,1799.0,,,,,,,,,,,,,13687
2002-05,Louisiana,0.0,,3650.0,3459.0,,185,0.0,19.0,43.0,,811.0,1108.0,,,,,,,,,,,,,9275
